count,value

0,160

1,143

2,162

3,140

4,160

5,154

6,156

7,152

8,153

9,141

10,152

11,169

12,148

13,153

14,157

15,168

16,152

17,139

18,153

19,164

20,147

21,141

22,151

23,167

24,140

25,165

26,143

27,164

28,139

29,162

30,139

31,175

32,139

33,157

34,144

35,143

36,150

37,153

38,164

39,143

40,151

41,157

42,165

43,146

44,151

45,154

46,169

47,159

48,137

49,154

50,146

51,148

52,147

53,159

54,159

55,157

56,144

57,164

58,147

59,150

60,166

61,149

62,143

63,162

64,161

65,149

66,148

67,151

68,161

69,152

70,151

71,157

72,164

73,146

74,152

75,151

76,164

77,136

78,165

79,139

80,165

81,139

82,168

83,144

84,164

85,139

86,167

87,153

88,151

89,155

90,150

91,167

92,145

93,152

94,148

95,163

96,151

97,144

98,152

99,156

100,144

101,143

102,152

103,151

104,160

105,161

106,158

107,147

108,151

109,160

110,156

111,147

112,151

113,157

114,148

115,147

116,151

117,153

118,158

119,136

120,157

121,152

122,155

123,142

124,152

125,171

126,151

127,167

128,143

129,163

130,136

131,172

132,140

133,180

134,139

135,162

136,157

137,156

138,139

139,152

140,157

141,139

142,144

143,157

144,164

145,142

146,149

147,150

148,164

149,152

150,139

151,151

152,168

153,166

154,141

155,152

156,159

157,159

158,174

159,142

160,147

161,152

162,165

163,155

164,143

165,148

166,151

167,147

168,146

169,151

170,161

171,156

172,139

173,152

174,160

175,151

176,152

177,163

178,167

179,163

180,165

181,147

182,164

183,139

184,169

185,147

186,160

187,136

188,153

189,164

190,156

191,141

192,152

193,164

194,141

195,142

196,150

197,165

198,145

199,151

200,151

201,166

202,162

203,132

204,157

205,165

206,164

207,145

208,157

209,149

210,148

211,165

212,139

213,143

214,151

215,164

216,147

217,143

218,155

219,156

220,150

221,143

222,156

223,156

224,152

225,146

226,152

227,165

228,152

229,168

230,152

231,166

232,149

233,162

234,134

235,165

236,137

237,162

238,156

239,165

240,135

241,152

242,157

243,152

244,138

245,150

246,164

247,146

248,148

249,152

250,171

251,153

252,149

253,151

254,172

255,145

256,139

257,149

258,146

259,161

260,156

261,147

262,148

263,154

264,167

265,139

266,147

267,156

268,165

269,153

270,143

271,150

272,151

273,161

274,146

275,162

276,152

277,142

278,138

279,151

280,167

281,147

282,161

283,152

284,166

285,144

286,164

287,151

288,160

289,139

290,157

291,156

292,172

293,141

294,161

295,157

296,163

297,145

298,150

299,164

300,142

301,151

302,150

303,165

304,148

305,141

306,153

307,148

308,141

309,140

310,151

311,151

312,157

313,160

314,144

315,143

316,152

317,159

318,141

319,142

320,151

321,160

322,158

323,144

324,151

325,148

326,147

327,143

328,152

329,152

330,147

331,142

332,149

333,163

334,144

335,161

336,146

337,161

338,154

339,159

340,144

341,157

342,148

343,166

344,150

345,147

346,152

347,156

348,147

349,151

350,151

351,150

352,161

353,142

354,148

355,150

356,166

357,151

358,143

359,160

360,144

361,159

362,138

363,156

364,143

365,159

366,165

367,152

368,143

369,148

370,161

371,151

372,139

373,146

374,159

375,150

376,152

377,152

378,160

379,144

380,140

381,152

382,162

383,147

384,138

385,152

386,159

387,143

388,165

389,144

390,163

391,141

392,165

393,138

394,155

395,151

396,161

397,163

398,148

399,150

400,151

401,162

402,146

403,163

404,152

405,160

406,140

407,149

408,151

409,159

410,156

411,141

412,158

413,158

414,156

415,139

416,160

417,136

418,160

419,160

420,169

421,141

422,153

423,159

424,147

425,139

426,151

427,161

428,147

429,137

430,154

431,151

432,146

433,139

434,151

435,151

436,151

437,151

438,151

439,163

440,143

441,173

442,138

443,177

444,142

445,164

446,147

447,157

448,152

449,152

450,164

451,152

452,157

453,151

454,164

455,153

456,151

457,157

458,168

459,146

460,152

461,156

462,160

463,152

464,151

465,156

466,170

467,143

468,148

469,157

470,141

471,147

472,154

473,146

474,139

475,149

476,168

477,146

478,144

479,151

480,161

481,147

482,146

483,152

484,161

485,147

486,134

487,149

488,160

489,141

490,151

491,151

492,161

493,147

494,164

495,139

496,156

497,147

498,160

499,152

500,151

501,152

502,153

503,166

504,158

505,152

506,168

507,165

508,144

509,151

510,152

511,160

512,150

513,143

514,160

515,164

516,149

517,135

518,157

519,160

520,147

521,160

522,158

523,141

524,148

525,163

526,148

527,134

528,146

529,162

530,157

531,135

532,149

533,157

534,152

535,142

536,158

537,156

538,147

539,141

540,150

541,160

542,138

543,161

544,147

545,152

546,146

547,157

548,148

549,152

550,151

551,159

552,168

553,148

554,157

555,157

556,157

557,148

558,151

559,152

560,164

561,143

562,155

563,151

564,161

565,151

566,145

567,156

568,161

569,142

570,148

571,156

572,160

573,153

574,165

575,157

576,139

577,151

578,164

579,152

580,140

581,152

582,150

583,159

584,140

585,157

586,152

587,153

588,147

589,152

590,159

591,144

592,148

593,157

594,161

595,140

596,181

597,139

598,152

599,152

600,157

601,144

602,151

603,152

604,161

605,164

606,148

607,151

608,152

609,161

610,148

611,150

612,157

613,171

614,142

615,151

616,152

617,169

618,166

619,137

620,160

621,152

622,152

623,148

624,161

625,152

626,151

627,166

628,148

629,139

630,152

631,164

632,146

633,136

634,150

635,152

636,163

637,139

638,163

639,158

640,148

641,152

642,159

643,161

644,144

645,157

646,152

647,156

648,143

649,165

650,136

651,153

652,151

653,156

654,148

655,161

656,151

657,168

658,164

659,163

660,151

661,152

662,161

663,160

664,148

665,152

666,157

667,151

668,151

669,148

670,151

671,165

672,136

673,164

674,147

675,163

676,146

677,165

678,135

679,153

680,163

681,152

682,145

683,152

684,168

685,152

686,151

687,152

688,162

689,156

690,150

691,151

692,161

693,148

694,140

695,147

696,161

697,138

698,157

699,153

700,161

701,134

702,152

703,161

704,147

705,156

706,168

707,163

708,147

709,158

710,156

711,165

712,147

713,152

714,157

715,157

716,147

717,148

718,151

719,152

720,161

721,150

722,156

723,147

724,164

725,141

726,148

727,147

728,156

729,152

730,164

731,136

732,162

733,169

734,164

735,144

736,152

737,169

738,151

739,147

740,153

741,164

742,152

743,151

744,152

745,169

746,148

747,136

748,152

749,163

750,135

751,156

752,158

753,176

754,135

755,172

756,140

757,149

758,151

759,164

760,152

761,144

762,152

763,152

764,164

765,144

766,151

767,153

768,153

769,153

770,142

771,163

772,151

773,162

774,146

775,161

776,159

777,164

778,147

779,170

780,159

781,157

782,155

783,161

784,144

785,157

786,165

787,148

788,148

789,153

790,170

791,147

792,152

793,151

794,165

795,152

796,147

797,151

798,165

799,148

800,139

801,159
