count,value

0,330

1,330

2,328

3,333

4,331

5,334

6,334

7,328

8,328

9,330

10,329

11,339

12,331

13,332

14,330

15,328

16,334

17,330

18,330

19,328

20,332

21,335

22,331

23,331

24,329

25,330

26,330

27,332

28,331

29,332

30,330

31,331

32,332

33,331

34,332

35,328

36,330

37,333

38,338

39,330

40,330

41,329

42,332

43,334

44,333

45,330

46,330

47,331

48,333

49,331

50,329

51,330

52,328

53,330

54,328

55,332

56,329

57,331

58,329

59,328

60,333

61,329

62,331

63,329

64,333

65,332

66,335

67,332

68,328

69,333

70,330

71,328

72,327

73,334

74,333

75,333

76,330

77,329

78,335

79,330

80,328

81,328

82,332

83,330

84,329

85,328

86,330

87,331

88,329

89,331

90,328

91,332

92,334

93,331

94,329

95,333

96,332

97,330

98,328

99,329

100,330

101,331

102,335

103,330

104,332

105,335

106,334

107,333

108,329

109,332

110,328

111,334

112,330

113,328

114,329

115,334

116,330

117,331

118,329

119,331

120,329

121,339

122,334

123,336

124,333

125,334

126,335

127,329

128,335

129,334

130,334

131,331

132,328

133,333

134,329

135,338

136,328

137,330

138,330

139,330

140,329

141,329

142,339

143,337

144,331

145,331

146,331

147,332

148,330

149,331

150,329

151,329

152,334

153,335

154,336

155,335

156,329

157,332

158,329

159,329

160,329

161,331

162,329

163,329

164,335

165,335

166,334

167,331

168,333

169,330

170,329

171,329

172,329

173,330

174,330

175,331

176,333

177,329

178,328

179,332

180,332

181,332

182,329

183,329

184,330

185,334

186,329

187,330

188,330

189,328

190,328

191,356

192,335

193,330

194,329

195,334

196,336

197,331

198,332

199,331

200,329

201,329

202,333

203,329

204,330

205,331

206,335

207,330

208,332

209,327

210,333

211,330

212,331

213,329

214,329

215,329

216,330

217,333

218,328

219,329

220,329

221,332

222,329

223,331

224,333

225,336

226,329

227,335

228,330

229,333

230,330

231,329

232,334

233,331

234,331

235,329

236,336

237,335

238,331

239,331

240,335

241,332

242,328

243,330

244,334

245,334

246,333

247,328

248,335

249,330

250,329

251,333

252,332

253,334

254,329

255,335

256,335

257,337

258,329

259,331

260,330

261,336

262,328

263,330

264,330

265,340

266,334

267,335

268,334

269,330

270,333

271,331

272,331

273,332

274,333

275,329

276,331

277,328

278,332

279,329

280,331

281,328

282,331

283,333

284,329

285,335

286,333

287,335

288,332

289,333

290,329

291,329

292,330

293,334

294,329

295,329

296,333

297,336

298,331

299,333

300,329

301,333

302,328

303,332

304,330

305,331

306,329

307,334

308,334

309,331

310,329

311,329

312,334

313,328

314,331

315,330

316,333

317,330

318,328

319,333

320,330

321,329

322,330

323,329

324,330

325,330

326,332

327,335

328,337

329,334

330,333

331,331

332,328

333,331

334,328

335,330

336,328

337,332

338,333

339,337

340,334

341,328

342,332

343,334

344,329

345,331

346,333

347,331

348,329

349,333

350,333

351,328

352,329

353,328

354,331

355,331

356,331

357,332

358,337

359,330

360,329

361,330

362,332

363,330

364,331

365,332

366,332

367,331

368,335

369,337

370,333

371,331

372,335

373,335

374,334

375,328

376,330

377,329

378,330

379,331

380,336

381,331

382,329

383,331

384,328

385,330

386,330

387,333

388,331

389,334

390,337

391,333

392,333

393,332

394,330

395,332

396,329

397,330

398,331

399,334

400,334

401,333

402,335

403,329

404,335

405,331

406,335

407,329

408,329

409,329

410,335

411,331

412,333

413,330

414,329

415,333

416,329

417,330

418,330

419,331

420,330

421,335

422,336

423,331

424,328

425,330

426,328

427,332

428,328

429,339

430,331

431,333

432,331

433,339

434,331

435,330

436,334

437,335

438,331

439,328

440,334

441,330

442,334

443,334

444,332

445,329

446,329

447,330

448,331

449,331

450,330

451,331

452,333

453,332

454,329

455,329

456,330

457,331

458,335

459,335

460,330

461,333

462,339

463,333

464,335

465,330

466,331

467,333

468,331

469,328

470,334

471,330

472,331

473,329

474,333

475,333

476,330

477,329

478,332

479,331

480,330

481,329

482,332

483,330

484,333

485,329

486,330

487,328

488,328

489,332

490,332

491,329

492,331

493,335

494,330

495,330

496,332

497,333

498,329

499,330

500,329

501,332

502,331

503,335

504,329

505,328

506,331

507,329

508,333

509,331

510,330

511,328

512,330

513,331

514,333

515,328

516,330

517,331

518,329

519,328

520,335

521,334

522,333

523,334

524,332

525,335

526,331

527,332

528,330

529,328

530,330

531,333

532,329

533,329

534,332

535,331

536,330

537,330

538,331

539,335

540,338

541,334

542,332

543,332

544,335

545,333

546,333

547,332

