count,value

0,288

1,285

2,284

3,288

4,288

5,288

6,289

7,289

8,285

9,295

10,295

11,289

12,289

13,286

14,291

15,294

16,289

17,289

18,288

19,283

20,289

21,294

22,290

23,290

24,293

25,290

26,289

27,290

28,282

29,289

30,291

31,290

32,289

33,296

34,284

35,291

36,289

37,282

38,291

39,288

40,290

41,288

42,289

43,284

44,289

45,290

46,292

47,289

48,287

49,291

50,290

51,300

52,289

53,285

54,287

55,290

56,294

57,289

58,291

59,289

60,289

61,289

62,289

63,289

64,295

65,296

66,285

67,290

68,290

69,291

70,299

71,284

72,286

73,288

74,290

75,289

76,289

77,290

78,288

79,292

80,290

81,289

82,291

83,287

84,289

85,288

86,293

87,288

88,289

89,284

90,294

91,291

92,288

93,288

94,289

95,289

96,289

97,295

98,288

99,289

100,288

101,295

102,288

103,283

104,288

105,295

106,290

107,289

108,291

109,288

110,291

111,291

112,289

113,286

114,288

115,291

116,286

117,288

118,286

119,292

120,291

121,289

122,289

123,289

124,289

125,291

126,285

127,283

128,292

129,290

130,287

131,290

132,291

133,290

134,290

135,288

136,294

137,290

138,290

139,287

140,284

141,290

142,288

143,290

144,288

145,290

146,290

147,291

148,289

149,289

150,294

151,291

152,289

153,286

154,288

155,289

156,288

157,291

158,290

159,288

160,287

161,290

162,287

163,296

164,293

165,289

166,290

167,291

168,289

169,289

170,288

171,286

172,287

173,288

174,291

175,289

176,289

177,290

178,292

179,289

180,289

181,289

182,288

183,288

184,288

185,293

186,296

187,290

188,290

189,286

190,295

191,288

192,294

193,289

194,294

195,288

196,290

197,290

198,290

199,289

200,286

201,286

202,287

203,290

204,288

205,291

206,290

207,290

208,289

209,289

210,289

211,289

212,287

213,287

214,289

215,289

216,295

217,298

218,289

219,289

220,288

221,296

222,288

223,291

224,291

225,294

226,287

227,289

228,289

229,294

230,288

231,283

232,288

233,289

234,290

235,285

236,288

237,292

238,290

239,290

240,296

241,288

242,289

243,289

244,294

245,289

246,289

247,286

248,294

249,291

250,291

251,290

252,291

253,290

254,288

255,291

256,289

257,285

258,293

259,288

260,288

261,290

262,288

263,290

264,289

265,290

266,291

267,290

268,288

269,293

270,290

271,287

272,286

273,293

274,289

275,290

276,285

277,289

278,291

279,288

280,290

281,289

282,290

283,294

284,286

285,284

286,287

287,294

288,291

289,286

290,289

291,289

292,289

293,290

294,290

295,287

296,290

297,285

298,290

299,288

300,290

301,287

302,296

303,291

304,291

305,290

306,298

307,288

308,291

309,289

310,293

311,291

312,291

313,288

314,289

315,290

316,288

317,286

318,293

319,290

320,289

321,286

322,289

323,290

324,291

325,291

326,289

327,288

328,291

329,288

330,289

331,289

332,289

333,291

334,295

335,291

336,292

337,291

338,295

339,290

340,288

341,290

342,290

343,289

344,292

345,289

346,290

347,286

348,294

349,293

350,290

351,290

352,296

353,290

354,286

355,290

356,288

357,290

358,290

359,290

360,289

361,289

362,288

363,285

364,288

365,289

366,289

367,286

368,289

369,290

370,291

371,290

372,287

373,289

374,284

375,293

376,293

377,287

378,286

379,295

380,290

381,291

382,289

383,293

384,289

385,285

386,290

387,291

388,288

389,289

390,289

391,289

392,290

393,289

394,285

395,289

396,290

397,291

398,285

399,293

400,295

401,290

402,296

403,289

404,285

405,289

406,294

407,282

408,287

409,284

410,288

411,291

412,288

413,284

414,289

415,290

416,291

417,289

418,288

419,289

420,290

421,293

422,289

423,292

424,290

425,291

426,290

427,289

428,289

429,292

430,289

431,290

432,291

433,295

434,289

435,290

436,282

437,293
