count,value

0,176

1,176

2,172

3,175

4,172

5,172

6,175

7,177

8,175

9,173

10,176

11,177

12,172

13,173

14,181

15,176

16,176

17,170

18,172

19,170

20,177

21,177

22,172

23,175

24,174

25,176

26,170

27,172

28,172

29,174

30,174

31,171

32,174

33,171

34,172

35,175

36,172

37,174

38,173

39,173

40,179

41,176

42,175

43,177

44,172

45,170

46,172

47,175

48,176

49,173

50,172

51,172

52,175

53,182

54,172

55,171

56,171

57,174

58,181

59,170

60,176

61,171

62,171

63,176

64,178

65,177

66,182

67,176

68,175

69,173

70,178

71,176

72,172

73,171

74,175

75,175

76,172

77,177

78,169

79,178

80,172

81,172

82,175

83,177

84,175

85,174

86,174

87,174

88,172

89,172

90,173

91,177

92,179

93,178

94,170

95,176

96,181

97,174

98,177

99,172

100,174

101,176

102,180

103,178

104,176

105,176

106,182

107,171

108,177

109,173

110,175

111,172

112,173

113,183

114,169

115,172

116,174

117,172

118,177

119,174

120,174

121,178

122,174

123,174

124,170

125,173

126,172

127,173

128,174

129,172

130,172

131,175

132,179

133,176

134,168

135,172

136,176

137,170

138,174

139,178

140,180

141,173

142,174

143,181

144,168

145,174

146,174

147,174

148,171

149,173

150,178

151,179

152,173

153,172

154,179

155,177

156,178

157,172

158,181

159,174

160,172

161,171

162,179

163,176

164,173

165,172

166,173

167,175

168,173

169,173

170,174

171,175

172,177

173,172

174,178

175,177

176,173

177,171

178,174

179,172

180,176

181,175

182,172

183,175

184,174

185,174

186,179

187,173

188,171

189,177

190,173

191,175

192,175

193,172

194,174

195,172

196,175

197,168

198,174

199,174

200,178

201,178

202,175

203,178

204,178

205,172

206,173

207,172

208,177

209,176

210,175

211,175

212,180

213,177

214,171

215,174

216,174

217,173

218,172

219,172

220,180

221,172

222,174

223,175

224,173

225,176

226,175

227,179

228,173

229,173

230,172

231,173

232,175

233,172

234,174

235,179

236,183

237,172

238,173

239,172

240,174

241,172

242,174

243,172

244,177

245,174

246,174

247,172

248,176

249,175

250,172

251,174

252,170

253,175

254,171

255,172

256,173

257,178

258,173

259,173

260,173

261,178

262,172

263,173

264,175

265,170

266,176

267,171

268,177

269,183

270,177

271,176

272,169

273,180

274,173

275,168

276,178

277,172

278,175

279,175

280,173

281,179

282,178

283,173

284,174

285,177

286,168

287,174

288,172

289,176

290,170

291,175

292,172

293,172

294,173

295,179

296,172

297,179

298,176

299,175

300,172

301,172

302,181

303,174

304,172

305,173

306,177

307,171

308,178

309,171

310,172

311,172

312,175

313,170

314,175

315,175

316,172

317,174

318,172

319,171

320,174

321,177

322,174

323,175

324,170

325,177

326,173

327,174

328,172

329,173

330,174

331,172

332,175

333,176

334,181

335,176

336,174

337,172

338,173

339,170

340,175

341,180

342,173

343,172

344,174

345,173

346,173

347,178

348,175

349,172

350,176

351,178

352,175

353,174

354,175

355,182

356,175

357,169

358,173

359,173

360,177

361,173

362,170

363,173

364,176

365,178

366,172

367,175

368,170

369,174

370,176

371,172

372,172

373,175

374,171

375,170

376,174

377,170

378,178

379,170

380,173

381,175

382,173

383,175

384,178

385,173

386,173

387,173

388,173

389,173

390,172

391,177

392,169

393,178

394,173

395,170

396,172

397,179

398,174

399,173

400,173

401,176

402,172

403,169

404,172

405,173

406,176

407,174

408,178

409,175

410,175

411,175

412,173

413,173

414,177

415,170

416,181

417,170

418,173

419,174

420,176

421,172

422,178

423,177

424,176

425,174

426,173

427,176

428,173

429,173

430,171

431,178

432,175

433,174

434,171

435,175

436,172

437,173

438,175

439,173

440,181

441,173

442,173

443,173

444,178

445,171

446,177

447,174

448,172

449,174

450,178

451,174

452,177

453,172

454,177

455,177

456,173

457,183

458,175

459,174

460,176

