count,value

0,275

1,278

2,275

3,274

4,275

5,274

6,277

7,275

8,279

9,275

10,275

11,285

12,274

13,280

14,283

15,276

16,275

17,279

18,273

19,274

20,273

21,278

22,276

23,279

24,278

25,275

26,276

27,273

28,278

29,273

30,274

31,279

32,276

33,275

34,275

35,278

36,289

37,274

38,274

39,278

40,276

41,276

42,285

43,274

44,279

45,274

46,274

47,274

48,274

49,274

50,275

51,272

52,276

53,279

54,286

55,273

56,274

57,275

58,276

59,274

60,273

61,279

62,279

63,280

64,274

65,274

66,277

67,276

68,275

69,274

70,276

71,280

72,280

73,273

74,273

75,274

76,277

77,274

78,274

79,277

80,278

81,277

82,274

83,276

84,273

85,277

86,274

87,275

88,274

89,277

90,277

91,287

92,275

93,276

94,276

95,273

96,278

97,279

98,275

99,279

100,280

101,274

102,275

103,279

104,280

105,276

106,277

107,274

108,273

109,276

110,274

111,279

112,274

113,274

114,273

115,281

116,279

117,272

118,273

119,274

120,275

121,274

122,275

123,276

124,274

125,279

126,288

127,275

128,276

129,279

130,274

131,277

132,279

133,277

134,274

135,274

136,276

137,279

138,275

139,274

140,277

141,278

142,276

143,276

144,273

145,279

146,275

147,278

148,274

149,277

150,274

151,275

152,274

153,277

154,274

155,275

156,288

157,277

158,276

159,280

160,276

161,278

162,279

163,278

164,277

165,273

166,274

167,276

168,275

169,274

170,284

171,274

172,275

173,276

174,274

175,279

176,276

177,274

178,275

179,274

180,274

181,273

182,274

183,274

184,278

185,275

186,274

187,280

188,273

189,275

190,276

191,277

192,274

193,274

194,275

195,279

196,273

197,274

198,274

199,278

200,275

201,275

202,274

203,279

204,276

205,272

206,274

207,277

208,276

209,275

210,274

211,279

212,277

213,273

214,288

215,279

216,275

217,277

218,276

219,289

220,278

221,276

222,278

223,277

